antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric,antecedent_len,consequent_len,consequent_item,antecedents_str,consequent_str,min_support,min_confidence,min_lift,max_antecedent_len
"frozenset({'hashtag=fitnessmodel', 'hashtag=ramallah_city'})",frozenset({'high_view_rate'}),0.012578616352201259,0.27672955974842767,0.012578616352201259,1.0,3.6136363636363638,0.009097741386812231,inf,0.732484076433121,2,1,high_view_rate,"{hashtag=fitnessmodel, hashtag=ramallah_city}",{high_view_rate},0.01,0.4,1.2,3
frozenset({'hashtag=عروض'}),frozenset({'high_view_rate'}),0.012578616352201259,0.27672955974842767,0.012578616352201259,1.0,3.6136363636363638,0.009097741386812231,inf,0.732484076433121,1,1,high_view_rate,{hashtag=عروض},{high_view_rate},0.01,0.4,1.2,3
frozenset({'hashtag=jumbo'}),frozenset({'high_view_rate'}),0.012578616352201259,0.27672955974842767,0.012578616352201259,1.0,3.6136363636363638,0.009097741386812231,inf,0.732484076433121,1,1,high_view_rate,{hashtag=jumbo},{high_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=jumbo', 'hashtag=عروض'})",frozenset({'high_view_rate'}),0.012578616352201259,0.27672955974842767,0.012578616352201259,1.0,3.6136363636363638,0.009097741386812231,inf,0.732484076433121,2,1,high_view_rate,"{hashtag=jumbo, hashtag=عروض}",{high_view_rate},0.01,0.4,1.2,3
frozenset({'hashtag=متوفر_توصيل_لجميع_مناطق_الضفة_القدس_والداخل'}),frozenset({'low_view_rate'}),0.05660377358490566,0.3333333333333333,0.05660377358490566,1.0,3.0,0.03773584905660378,inf,0.7066666666666668,1,1,low_view_rate,{hashtag=متوفر_توصيل_لجميع_مناطق_الضفة_القدس_والداخل},{low_view_rate},0.01,0.4,1.2,3
frozenset({'hashtag=عنوان_المحل'}),frozenset({'low_view_rate'}),0.050314465408805034,0.3333333333333333,0.050314465408805034,1.0,3.0,0.033542976939203356,inf,0.7019867549668874,1,1,low_view_rate,{hashtag=عنوان_المحل},{low_view_rate},0.01,0.4,1.2,3
frozenset({'hashtag=شاورما_ومشاوي_الحلو'}),frozenset({'low_view_rate'}),0.050314465408805034,0.3333333333333333,0.050314465408805034,1.0,3.0,0.033542976939203356,inf,0.7019867549668874,1,1,low_view_rate,{hashtag=شاورما_ومشاوي_الحلو},{low_view_rate},0.01,0.4,1.2,3
frozenset({'hashtag=فاشن_شوب_غير_هاي_السنة'}),frozenset({'low_view_rate'}),0.0440251572327044,0.3333333333333333,0.0440251572327044,1.0,3.0,0.029350104821802933,inf,0.6973684210526316,1,1,low_view_rate,{hashtag=فاشن_شوب_غير_هاي_السنة},{low_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=فاشن_شوب_غير_هاي_السنة', 'hashtag=عنوان_المحل'})",frozenset({'low_view_rate'}),0.0440251572327044,0.3333333333333333,0.0440251572327044,1.0,3.0,0.029350104821802933,inf,0.6973684210526316,2,1,low_view_rate,"{hashtag=عنوان_المحل, hashtag=فاشن_شوب_غير_هاي_السنة}",{low_view_rate},0.01,0.4,1.2,3
frozenset({'hashtag=new_colliction'}),frozenset({'low_view_rate'}),0.0440251572327044,0.3333333333333333,0.0440251572327044,1.0,3.0,0.029350104821802933,inf,0.6973684210526316,1,1,low_view_rate,{hashtag=new_colliction},{low_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=فاشن_شوب_غير_هاي_السنة', 'hashtag=new_colliction'})",frozenset({'low_view_rate'}),0.0440251572327044,0.3333333333333333,0.0440251572327044,1.0,3.0,0.029350104821802933,inf,0.6973684210526316,2,1,low_view_rate,"{hashtag=new_colliction, hashtag=فاشن_شوب_غير_هاي_السنة}",{low_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=new_colliction', 'hashtag=عنوان_المحل'})",frozenset({'low_view_rate'}),0.0440251572327044,0.3333333333333333,0.0440251572327044,1.0,3.0,0.029350104821802933,inf,0.6973684210526316,2,1,low_view_rate,"{hashtag=new_colliction, hashtag=عنوان_المحل}",{low_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=فاشن_شوب_غير_هاي_السنة', 'hashtag=new_colliction', 'hashtag=عنوان_المحل'})",frozenset({'low_view_rate'}),0.0440251572327044,0.3333333333333333,0.0440251572327044,1.0,3.0,0.029350104821802933,inf,0.6973684210526316,3,1,low_view_rate,"{hashtag=new_colliction, hashtag=عنوان_المحل, hashtag=فاشن_شوب_غير_هاي_السنة}",{low_view_rate},0.01,0.4,1.2,3
frozenset({'hashtag=كوتون'}),frozenset({'low_view_rate'}),0.031446540880503145,0.3333333333333333,0.031446540880503145,1.0,3.0,0.020964360587002098,inf,0.6883116883116883,1,1,low_view_rate,{hashtag=كوتون},{low_view_rate},0.01,0.4,1.2,3
frozenset({'hashtag=size_s_m_l_xl'}),frozenset({'low_view_rate'}),0.025157232704402517,0.3333333333333333,0.025157232704402517,1.0,3.0,0.016771488469601678,inf,0.6838709677419355,1,1,low_view_rate,{hashtag=size_s_m_l_xl},{low_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=size_s_m_l_xl', 'hashtag=متوفر_توصيل_لجميع_مناطق_الضفة_القدس_والداخل'})",frozenset({'low_view_rate'}),0.025157232704402517,0.3333333333333333,0.025157232704402517,1.0,3.0,0.016771488469601678,inf,0.6838709677419355,2,1,low_view_rate,"{hashtag=size_s_m_l_xl, hashtag=متوفر_توصيل_لجميع_مناطق_الضفة_القدس_والداخل}",{low_view_rate},0.01,0.4,1.2,3
frozenset({'hashtag=koton'}),frozenset({'low_view_rate'}),0.018867924528301886,0.3333333333333333,0.018867924528301886,1.0,3.0,0.012578616352201259,inf,0.6794871794871795,1,1,low_view_rate,{hashtag=koton},{low_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=koton', 'hashtag=كوتون'})",frozenset({'low_view_rate'}),0.018867924528301886,0.3333333333333333,0.018867924528301886,1.0,3.0,0.012578616352201259,inf,0.6794871794871795,2,1,low_view_rate,"{hashtag=koton, hashtag=كوتون}",{low_view_rate},0.01,0.4,1.2,3
frozenset({'hashtag=سعر_العرض50شيكل'}),frozenset({'low_view_rate'}),0.018867924528301886,0.3333333333333333,0.018867924528301886,1.0,3.0,0.012578616352201259,inf,0.6794871794871795,1,1,low_view_rate,{hashtag=سعر_العرض50شيكل},{low_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=غزة', 'hashtag=مشاوي_غزة'})",frozenset({'low_view_rate'}),0.018867924528301886,0.3333333333333333,0.018867924528301886,1.0,3.0,0.012578616352201259,inf,0.6794871794871795,2,1,low_view_rate,"{hashtag=غزة, hashtag=مشاوي_غزة}",{low_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=غزة', 'hashtag=طعم_زمان'})",frozenset({'low_view_rate'}),0.018867924528301886,0.3333333333333333,0.018867924528301886,1.0,3.0,0.012578616352201259,inf,0.6794871794871795,2,1,low_view_rate,"{hashtag=طعم_زمان, hashtag=غزة}",{low_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=غزة', 'hashtag=طعم_زمان', 'hashtag=مشاوي_غزة'})",frozenset({'low_view_rate'}),0.018867924528301886,0.3333333333333333,0.018867924528301886,1.0,3.0,0.012578616352201259,inf,0.6794871794871795,3,1,low_view_rate,"{hashtag=طعم_زمان, hashtag=غزة, hashtag=مشاوي_غزة}",{low_view_rate},0.01,0.4,1.2,3
frozenset({'hashtag=ملوك_الشاورما'}),frozenset({'low_view_rate'}),0.018867924528301886,0.3333333333333333,0.018867924528301886,1.0,3.0,0.012578616352201259,inf,0.6794871794871795,1,1,low_view_rate,{hashtag=ملوك_الشاورما},{low_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=غزة', 'hashtag=ملوك_الشاورما'})",frozenset({'low_view_rate'}),0.018867924528301886,0.3333333333333333,0.018867924528301886,1.0,3.0,0.012578616352201259,inf,0.6794871794871795,2,1,low_view_rate,"{hashtag=غزة, hashtag=ملوك_الشاورما}",{low_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=ملوك_الشاورما', 'hashtag=مشاوي_غزة'})",frozenset({'low_view_rate'}),0.018867924528301886,0.3333333333333333,0.018867924528301886,1.0,3.0,0.012578616352201259,inf,0.6794871794871795,2,1,low_view_rate,"{hashtag=مشاوي_غزة, hashtag=ملوك_الشاورما}",{low_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=ملوك_الشاورما', 'hashtag=طعم_زمان'})",frozenset({'low_view_rate'}),0.018867924528301886,0.3333333333333333,0.018867924528301886,1.0,3.0,0.012578616352201259,inf,0.6794871794871795,2,1,low_view_rate,"{hashtag=طعم_زمان, hashtag=ملوك_الشاورما}",{low_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=غزة', 'hashtag=ملوك_الشاورما', 'hashtag=مشاوي_غزة'})",frozenset({'low_view_rate'}),0.018867924528301886,0.3333333333333333,0.018867924528301886,1.0,3.0,0.012578616352201259,inf,0.6794871794871795,3,1,low_view_rate,"{hashtag=غزة, hashtag=مشاوي_غزة, hashtag=ملوك_الشاورما}",{low_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=غزة', 'hashtag=ملوك_الشاورما', 'hashtag=طعم_زمان'})",frozenset({'low_view_rate'}),0.018867924528301886,0.3333333333333333,0.018867924528301886,1.0,3.0,0.012578616352201259,inf,0.6794871794871795,3,1,low_view_rate,"{hashtag=طعم_زمان, hashtag=غزة, hashtag=ملوك_الشاورما}",{low_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=ملوك_الشاورما', 'hashtag=طعم_زمان', 'hashtag=مشاوي_غزة'})",frozenset({'low_view_rate'}),0.018867924528301886,0.3333333333333333,0.018867924528301886,1.0,3.0,0.012578616352201259,inf,0.6794871794871795,3,1,low_view_rate,"{hashtag=طعم_زمان, hashtag=مشاوي_غزة, hashtag=ملوك_الشاورما}",{low_view_rate},0.01,0.4,1.2,3
frozenset({'hashtag=مطعم_الحلو'}),frozenset({'low_view_rate'}),0.018867924528301886,0.3333333333333333,0.018867924528301886,1.0,3.0,0.012578616352201259,inf,0.6794871794871795,1,1,low_view_rate,{hashtag=مطعم_الحلو},{low_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=ملوك_الشاورما', 'hashtag=مطعم_الحلو'})",frozenset({'low_view_rate'}),0.018867924528301886,0.3333333333333333,0.018867924528301886,1.0,3.0,0.012578616352201259,inf,0.6794871794871795,2,1,low_view_rate,"{hashtag=مطعم_الحلو, hashtag=ملوك_الشاورما}",{low_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=غزة', 'hashtag=مطعم_الحلو'})",frozenset({'low_view_rate'}),0.018867924528301886,0.3333333333333333,0.018867924528301886,1.0,3.0,0.012578616352201259,inf,0.6794871794871795,2,1,low_view_rate,"{hashtag=غزة, hashtag=مطعم_الحلو}",{low_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=مطعم_الحلو', 'hashtag=مشاوي_غزة'})",frozenset({'low_view_rate'}),0.018867924528301886,0.3333333333333333,0.018867924528301886,1.0,3.0,0.012578616352201259,inf,0.6794871794871795,2,1,low_view_rate,"{hashtag=مشاوي_غزة, hashtag=مطعم_الحلو}",{low_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=مطعم_الحلو', 'hashtag=طعم_زمان'})",frozenset({'low_view_rate'}),0.018867924528301886,0.3333333333333333,0.018867924528301886,1.0,3.0,0.012578616352201259,inf,0.6794871794871795,2,1,low_view_rate,"{hashtag=طعم_زمان, hashtag=مطعم_الحلو}",{low_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=غزة', 'hashtag=ملوك_الشاورما', 'hashtag=مطعم_الحلو'})",frozenset({'low_view_rate'}),0.018867924528301886,0.3333333333333333,0.018867924528301886,1.0,3.0,0.012578616352201259,inf,0.6794871794871795,3,1,low_view_rate,"{hashtag=غزة, hashtag=مطعم_الحلو, hashtag=ملوك_الشاورما}",{low_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=ملوك_الشاورما', 'hashtag=مطعم_الحلو', 'hashtag=مشاوي_غزة'})",frozenset({'low_view_rate'}),0.018867924528301886,0.3333333333333333,0.018867924528301886,1.0,3.0,0.012578616352201259,inf,0.6794871794871795,3,1,low_view_rate,"{hashtag=مشاوي_غزة, hashtag=مطعم_الحلو, hashtag=ملوك_الشاورما}",{low_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=ملوك_الشاورما', 'hashtag=مطعم_الحلو', 'hashtag=طعم_زمان'})",frozenset({'low_view_rate'}),0.018867924528301886,0.3333333333333333,0.018867924528301886,1.0,3.0,0.012578616352201259,inf,0.6794871794871795,3,1,low_view_rate,"{hashtag=طعم_زمان, hashtag=مطعم_الحلو, hashtag=ملوك_الشاورما}",{low_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=غزة', 'hashtag=مطعم_الحلو', 'hashtag=مشاوي_غزة'})",frozenset({'low_view_rate'}),0.018867924528301886,0.3333333333333333,0.018867924528301886,1.0,3.0,0.012578616352201259,inf,0.6794871794871795,3,1,low_view_rate,"{hashtag=غزة, hashtag=مشاوي_غزة, hashtag=مطعم_الحلو}",{low_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=غزة', 'hashtag=مطعم_الحلو', 'hashtag=طعم_زمان'})",frozenset({'low_view_rate'}),0.018867924528301886,0.3333333333333333,0.018867924528301886,1.0,3.0,0.012578616352201259,inf,0.6794871794871795,3,1,low_view_rate,"{hashtag=طعم_زمان, hashtag=غزة, hashtag=مطعم_الحلو}",{low_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=مطعم_الحلو', 'hashtag=طعم_زمان', 'hashtag=مشاوي_غزة'})",frozenset({'low_view_rate'}),0.018867924528301886,0.3333333333333333,0.018867924528301886,1.0,3.0,0.012578616352201259,inf,0.6794871794871795,3,1,low_view_rate,"{hashtag=طعم_زمان, hashtag=مشاوي_غزة, hashtag=مطعم_الحلو}",{low_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=fashion', 'hashtag=كوتون'})",frozenset({'low_view_rate'}),0.012578616352201259,0.3333333333333333,0.012578616352201259,1.0,3.0,0.008385744234800839,inf,0.6751592356687898,2,1,low_view_rate,"{hashtag=fashion, hashtag=كوتون}",{low_view_rate},0.01,0.4,1.2,3
frozenset({'hashtag=كولكشن_الربيع'}),frozenset({'low_view_rate'}),0.012578616352201259,0.3333333333333333,0.012578616352201259,1.0,3.0,0.008385744234800839,inf,0.6751592356687898,1,1,low_view_rate,{hashtag=كولكشن_الربيع},{low_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=كولكشن_الربيع', 'hashtag=كوتون'})",frozenset({'low_view_rate'}),0.012578616352201259,0.3333333333333333,0.012578616352201259,1.0,3.0,0.008385744234800839,inf,0.6751592356687898,2,1,low_view_rate,"{hashtag=كوتون, hashtag=كولكشن_الربيع}",{low_view_rate},0.01,0.4,1.2,3
frozenset({'hashtag=موضة'}),frozenset({'low_view_rate'}),0.012578616352201259,0.3333333333333333,0.012578616352201259,1.0,3.0,0.008385744234800839,inf,0.6751592356687898,1,1,low_view_rate,{hashtag=موضة},{low_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=كولكشن_الربيع', 'hashtag=موضة'})",frozenset({'low_view_rate'}),0.012578616352201259,0.3333333333333333,0.012578616352201259,1.0,3.0,0.008385744234800839,inf,0.6751592356687898,2,1,low_view_rate,"{hashtag=كولكشن_الربيع, hashtag=موضة}",{low_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=موضة', 'hashtag=كوتون'})",frozenset({'low_view_rate'}),0.012578616352201259,0.3333333333333333,0.012578616352201259,1.0,3.0,0.008385744234800839,inf,0.6751592356687898,2,1,low_view_rate,"{hashtag=كوتون, hashtag=موضة}",{low_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=كولكشن_الربيع', 'hashtag=موضة', 'hashtag=كوتون'})",frozenset({'low_view_rate'}),0.012578616352201259,0.3333333333333333,0.012578616352201259,1.0,3.0,0.008385744234800839,inf,0.6751592356687898,3,1,low_view_rate,"{hashtag=كوتون, hashtag=كولكشن_الربيع, hashtag=موضة}",{low_view_rate},0.01,0.4,1.2,3
frozenset({'hashtag=ستايل'}),frozenset({'low_view_rate'}),0.012578616352201259,0.3333333333333333,0.012578616352201259,1.0,3.0,0.008385744234800839,inf,0.6751592356687898,1,1,low_view_rate,{hashtag=ستايل},{low_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=موضة', 'hashtag=ستايل'})",frozenset({'low_view_rate'}),0.012578616352201259,0.3333333333333333,0.012578616352201259,1.0,3.0,0.008385744234800839,inf,0.6751592356687898,2,1,low_view_rate,"{hashtag=ستايل, hashtag=موضة}",{low_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=كولكشن_الربيع', 'hashtag=ستايل'})",frozenset({'low_view_rate'}),0.012578616352201259,0.3333333333333333,0.012578616352201259,1.0,3.0,0.008385744234800839,inf,0.6751592356687898,2,1,low_view_rate,"{hashtag=ستايل, hashtag=كولكشن_الربيع}",{low_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=ستايل', 'hashtag=كوتون'})",frozenset({'low_view_rate'}),0.012578616352201259,0.3333333333333333,0.012578616352201259,1.0,3.0,0.008385744234800839,inf,0.6751592356687898,2,1,low_view_rate,"{hashtag=ستايل, hashtag=كوتون}",{low_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=كولكشن_الربيع', 'hashtag=موضة', 'hashtag=ستايل'})",frozenset({'low_view_rate'}),0.012578616352201259,0.3333333333333333,0.012578616352201259,1.0,3.0,0.008385744234800839,inf,0.6751592356687898,3,1,low_view_rate,"{hashtag=ستايل, hashtag=كولكشن_الربيع, hashtag=موضة}",{low_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=موضة', 'hashtag=ستايل', 'hashtag=كوتون'})",frozenset({'low_view_rate'}),0.012578616352201259,0.3333333333333333,0.012578616352201259,1.0,3.0,0.008385744234800839,inf,0.6751592356687898,3,1,low_view_rate,"{hashtag=ستايل, hashtag=كوتون, hashtag=موضة}",{low_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=كولكشن_الربيع', 'hashtag=ستايل', 'hashtag=كوتون'})",frozenset({'low_view_rate'}),0.012578616352201259,0.3333333333333333,0.012578616352201259,1.0,3.0,0.008385744234800839,inf,0.6751592356687898,3,1,low_view_rate,"{hashtag=ستايل, hashtag=كوتون, hashtag=كولكشن_الربيع}",{low_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=koton', 'hashtag=fashion'})",frozenset({'low_view_rate'}),0.012578616352201259,0.3333333333333333,0.012578616352201259,1.0,3.0,0.008385744234800839,inf,0.6751592356687898,2,1,low_view_rate,"{hashtag=fashion, hashtag=koton}",{low_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=koton', 'hashtag=fashion', 'hashtag=كوتون'})",frozenset({'low_view_rate'}),0.012578616352201259,0.3333333333333333,0.012578616352201259,1.0,3.0,0.008385744234800839,inf,0.6751592356687898,3,1,low_view_rate,"{hashtag=fashion, hashtag=koton, hashtag=كوتون}",{low_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=سعر_العرض50شيكل', 'hashtag=متوفر_توصيل_لجميع_مناطق_الضفة_القدس_والداخل'})",frozenset({'low_view_rate'}),0.012578616352201259,0.3333333333333333,0.012578616352201259,1.0,3.0,0.008385744234800839,inf,0.6751592356687898,2,1,low_view_rate,"{hashtag=سعر_العرض50شيكل, hashtag=متوفر_توصيل_لجميع_مناطق_الضفة_القدس_والداخل}",{low_view_rate},0.01,0.4,1.2,3
frozenset({'hashtag=orgadaburgers'}),frozenset({'low_view_rate'}),0.012578616352201259,0.3333333333333333,0.012578616352201259,1.0,3.0,0.008385744234800839,inf,0.6751592356687898,1,1,low_view_rate,{hashtag=orgadaburgers},{low_view_rate},0.01,0.4,1.2,3
frozenset({'hashtag=برجر'}),frozenset({'low_view_rate'}),0.012578616352201259,0.3333333333333333,0.012578616352201259,1.0,3.0,0.008385744234800839,inf,0.6751592356687898,1,1,low_view_rate,{hashtag=برجر},{low_view_rate},0.01,0.4,1.2,3
frozenset({'hashtag=الكل_انتبه'}),frozenset({'low_view_rate'}),0.012578616352201259,0.3333333333333333,0.012578616352201259,1.0,3.0,0.008385744234800839,inf,0.6751592356687898,1,1,low_view_rate,{hashtag=الكل_انتبه},{low_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=شاورما_ومشاوي_الحلو', 'hashtag=الكل_انتبه'})",frozenset({'low_view_rate'}),0.012578616352201259,0.3333333333333333,0.012578616352201259,1.0,3.0,0.008385744234800839,inf,0.6751592356687898,2,1,low_view_rate,"{hashtag=الكل_انتبه, hashtag=شاورما_ومشاوي_الحلو}",{low_view_rate},0.01,0.4,1.2,3
frozenset({'hashtag=vanilla_today_and_everyday'}),frozenset({'avg_view_rate'}),0.0440251572327044,0.389937106918239,0.0440251572327044,1.0,2.564516129032258,0.02685811478976306,inf,0.638157894736842,1,1,avg_view_rate,{hashtag=vanilla_today_and_everyday},{avg_view_rate},0.01,0.4,1.2,3
frozenset({'hashtag=ملابس'}),frozenset({'avg_view_rate'}),0.03773584905660377,0.389937106918239,0.03773584905660377,1.0,2.564516129032258,0.023021241248368338,inf,0.6339869281045751,1,1,avg_view_rate,{hashtag=ملابس},{avg_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=ملابس', 'hashtag=رام_الله'})",frozenset({'avg_view_rate'}),0.03773584905660377,0.389937106918239,0.03773584905660377,1.0,2.564516129032258,0.023021241248368338,inf,0.6339869281045751,2,1,avg_view_rate,"{hashtag=رام_الله, hashtag=ملابس}",{avg_view_rate},0.01,0.4,1.2,3
frozenset({'hashtag=عرض'}),frozenset({'avg_view_rate'}),0.031446540880503145,0.389937106918239,0.031446540880503145,1.0,2.564516129032258,0.019184367706973616,inf,0.6298701298701298,1,1,avg_view_rate,{hashtag=عرض},{avg_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=رام_الله', 'hashtag=عرض'})",frozenset({'avg_view_rate'}),0.031446540880503145,0.389937106918239,0.031446540880503145,1.0,2.564516129032258,0.019184367706973616,inf,0.6298701298701298,2,1,avg_view_rate,"{hashtag=رام_الله, hashtag=عرض}",{avg_view_rate},0.01,0.4,1.2,3
frozenset({'hashtag=ملابس_عيد'}),frozenset({'avg_view_rate'}),0.025157232704402517,0.389937106918239,0.025157232704402517,1.0,2.564516129032258,0.015347494165578894,inf,0.6258064516129033,1,1,avg_view_rate,{hashtag=ملابس_عيد},{avg_view_rate},0.01,0.4,1.2,3
frozenset({'hashtag=فستان'}),frozenset({'avg_view_rate'}),0.025157232704402517,0.389937106918239,0.025157232704402517,1.0,2.564516129032258,0.015347494165578894,inf,0.6258064516129033,1,1,avg_view_rate,{hashtag=فستان},{avg_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=رام_الله', 'hashtag=فستان'})",frozenset({'avg_view_rate'}),0.025157232704402517,0.389937106918239,0.025157232704402517,1.0,2.564516129032258,0.015347494165578894,inf,0.6258064516129033,2,1,avg_view_rate,"{hashtag=رام_الله, hashtag=فستان}",{avg_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=ملابس_عيد', 'hashtag=bellakids'})",frozenset({'avg_view_rate'}),0.018867924528301886,0.389937106918239,0.018867924528301886,1.0,2.564516129032258,0.011510620624184169,inf,0.6217948717948717,2,1,avg_view_rate,"{hashtag=bellakids, hashtag=ملابس_عيد}",{avg_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=ملابس', 'hashtag=عرض'})",frozenset({'avg_view_rate'}),0.018867924528301886,0.389937106918239,0.018867924528301886,1.0,2.564516129032258,0.011510620624184169,inf,0.6217948717948717,2,1,avg_view_rate,"{hashtag=عرض, hashtag=ملابس}",{avg_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=رام_الله', 'hashtag=ملابس', 'hashtag=عرض'})",frozenset({'avg_view_rate'}),0.018867924528301886,0.389937106918239,0.018867924528301886,1.0,2.564516129032258,0.011510620624184169,inf,0.6217948717948717,3,1,avg_view_rate,"{hashtag=رام_الله, hashtag=عرض, hashtag=ملابس}",{avg_view_rate},0.01,0.4,1.2,3
